59
143 172 -329 618 -83 528 -297 -81 454 -122 650 -449 -54 -115 272 97 -85 29 354 259 624 -459 -189 320 424 -586 -552 674 153 266 -32 -267 204 412 -494 439 -384 162 -163 566 291 198 -195 16 28 445 314 606 -357 590 -411 584 -263 -359 -149 324 -618 -469 -381 
524 -100 81 -226 -50 297 402 273 -518 -173 97 270 -947 -411 8 -732 234 -159 -355 -8 -156 -225 -471 -784 296 -328 735 -35 6 155 -549 487 21 -211 -875 -314 155 -353 -529 142 -247 -385 -290 689 -109 79 -25 -28 209 -203 -621 -732 581 348 -161 342 -646 52 393 
-170 446 277 131 -10 -75 -230 -271 -739 -1069 192 -184 88 -635 19 -80 3 336 -87 30 -738 575 -18 -541 327 163 246 -216 269 392 51 757 104 -93 -411 60 182 -431 -318 -240 -284 -123 -219 7 -256 -307 -146 -518 206 379 -450 -810 376 -383 139 -327 -801 -543 272 
-582 -353 -339 19 19 36 -468 -233 -21 -33 151 309 -102 220 137 366 391 292 850 133 327 123 108 49 433 -460 -338 302 269 -161 -324 -382 199 -78 404 -168 316 -55 -133 207 723 -49 425 85 331 -429 -518 -286 -6 -297 352 506 -385 598 -39 51 -379 125 -144 
-529 -9 90 -402 -451 -220 -138 110 -346 254 -57 -496 39 141 -178 411 124 -145 -471 -344 -497 50 206 141 77 368 298 -109 -80 533 225 73 83 -307 189 -218 366 -77 -428 -940 -115 -120 117 -464 375 -561 353 154 -197 -113 210 -89 261 252 -416 -270 372 -286 254 
72 -336 -248 -109 203 -102 751 384 138 -618 558 499 -135 -21 324 141 117 701 -6 -185 -344 -33 -715 16 565 -373 -657 -485 368 -77 51 -177 -40 560 21 -238 -353 -803 395 253 271 245 141 213 47 -211 330 286 279 -187 -365 3 -225 280 547 266 -642 282 -99 
-208 -460 30 -458 -69 267 -419 -78 113 -252 284 72 -265 62 50 -346 -527 -612 213 152 309 -591 206 10 -134 734 519 -96 -349 90 113 -240 -177 -228 -349 535 -394 174 -514 82 169 -1 453 149 -93 447 -233 -764 190 90 -455 39 232 675 271 -42 -1261 -149 -784 
-116 92 -315 502 314 655 -20 172 727 -87 542 -138 108 -198 -188 32 -798 -65 -155 491 170 -160 24 -170 -574 -136 -86 8 240 291 1055 -168 -444 -682 217 110 -253 127 -180 -225 400 329 -182 454 474 66 -270 407 48 -174 292 458 268 -426 -119 0 -145 -179 2 
162 156 400 -188 -287 -113 -437 194 87 481 125 -348 22 -397 -480 -62 -343 -412 50 -268 -17 14 -35 -409 -413 -414 145 330 -209 42 -475 -226 378 -33 75 337 -58 461 -566 -434 51 -416 62 97 -87 -611 646 -54 82 333 -270 61 475 -657 -508 90 320 -401 -87 
-121 277 -134 -70 -27 63 603 -402 134 318 338 -128 313 -857 290 510 -16 420 230 594 -118 321 -548 -132 -297 -652 -111 36 672 51 353 288 -168 328 313 110 -173 563 705 33 489 667 -15 -369 0 -394 -37 108 93 -172 232 181 -380 368 -473 -35 -15 306 -622 
205 -552 -270 -436 380 46 937 276 324 -92 -177 648 -134 -583 662 191 697 58 228 775 188 -235 -40 132 -119 -106 339 69 259 -372 -270 64 -112 -142 -189 -304 159 -160 -256 -76 412 182 922 -312 -6 149 -543 432 32 -496 -296 -774 -202 305 -285 29 -346 356 654 
465 -292 90 -428 169 -18 -21 562 104 -80 -175 -123 -238 306 152 81 257 113 341 -27 426 -753 289 395 -385 -401 -179 198 -89 -66 -228 -142 42 -341 119 -32 -253 390 181 536 291 -88 -203 264 -175 -160 282 -311 -53 679 -280 326 507 -519 186 128 -27 486 -32 
-361 53 -313 -64 112 202 -44 4 -11 1019 80 196 -358 394 -69 61 279 -2 120 438 589 35 400 -297 -78 295 -257 -239 648 457 241 -586 -169 -54 202 62 118 -175 -204 382 413 -551 107 292 -303 26 181 458 -423 -163 744 147 442 -429 -336 110 -514 -284 -583 
155 108 146 -101 -661 -397 -147 -406 94 395 -120 -354 230 -389 64 -219 181 232 -1064 -696 182 371 578 -151 -104 -622 -159 26 -338 -411 331 207 263 170 -505 628 506 101 -89 146 -17 187 -107 449 72 -423 66 257 258 655 -239 118 448 -257 -437 -271 376 103 -229 
390 275 -315 32 335 -357 9 398 238 -192 8 929 -288 443 44 296 94 278 395 268 912 -184 -4 -91 122 -30 -627 12 486 -768 119 241 556 144 320 38 86 410 192 207 443 -104 -376 244 57 216 -15 379 -692 624 76 628 -509 -363 162 483 717 369 296 
183 52 -404 409 -118 -96 493 471 -654 -10 -137 -36 -561 156 315 -73 -280 96 1 -772 133 284 -133 275 507 735 -241 -246 -366 -260 349 728 -52 124 -399 390 -92 -194 -272 -217 589 -391 -630 3 -78 -403 173 66 90 160 17 -472 592 255 349 -145 572 -156 173 
272 -140 138 386 -172 -722 185 -353 119 -195 56 157 -118 384 -285 150 407 473 -217 -492 208 214 300 -426 -198 -69 160 108 -577 31 -598 -352 111 225 -227 -239 438 350 -376 489 -73 632 -626 600 150 308 -334 639 -118 177 -114 14 -513 -139 -383 -426 2 268 -384 
417 94 -503 728 -457 -29 -85 611 656 95 273 -24 -379 339 158 -297 -636 -87 248 -235 -503 -431 -371 -254 387 -410 170 -220 -194 858 -48 185 265 548 -461 245 -67 165 -194 758 407 203 16 222 -304 -118 -302 329 314 -209 91 459 473 462 -639 -160 -837 102 -66 
341 452 -435 14 205 337 -271 18 38 -197 -153 24 -9 -47 -719 -220 -239 -9 480 -464 119 431 163 -242 106 233 -524 601 -345 -40 -224 930 -235 247 149 103 664 508 -39 -536 -206 39 138 -459 -206 118 252 -680 498 161 70 -57 425 -183 -980 28 -99 -190 -451 
69 131 241 -62 -30 -307 152 139 -360 -443 -16 553 -306 685 -685 114 -205 39 542 31 116 -194 153 -508 146 145 -49 443 -370 -249 -687 -16 29 469 -233 102 -333 -349 -273 585 -401 76 448 16 -349 158 -425 305 -357 -743 -51 -461 -281 -144 55 340 -578 458 412 
22 -2 236 -43 -328 227 -82 184 587 661 -137 -152 276 -220 61 889 -92 417 -296 452 547 342 260 341 -316 -484 -401 68 -387 -129 100 401 -320 731 226 -120 -221 379 -249 -17 459 -68 -300 162 -449 -753 -16 -214 92 -3 13 46 300 -168 -9 743 464 918 570 
-203 -468 0 -752 -512 -149 273 -583 -198 732 -311 233 123 62 -925 233 -267 -571 296 -51 57 148 127 197 -458 729 334 -50 -166 92 -782 52 147 -189 -269 256 164 -378 -581 89 -165 -558 57 376 -197 -11 58 261 -205 -660 197 -266 109 -252 536 369 28 718 -8 
-188 -219 -655 -481 -316 -260 95 280 495 -537 346 183 -594 -169 44 454 -92 664 -410 -440 -531 -38 -22 -292 139 -164 -587 752 -360 -55 556 -177 -91 -93 171 -241 117 -458 -516 261 362 246 -210 206 321 19 348 316 27 38 139 273 108 199 58 439 277 568 -87 
240 19 -396 480 -5 -181 -91 280 -227 233 -1013 336 12 652 154 228 -107 -53 352 -260 38 -446 746 -396 -128 -146 233 524 -442 648 -901 271 56 504 167 -413 349 505 -474 152 -217 480 -462 -180 -42 -37 -95 -144 -192 -24 -183 -128 -474 161 -454 -507 -341 -9 242 
21 -7 -104 -500 198 -63 -502 -253 -147 434 -60 -368 329 -43 153 -5 41 166 -350 406 420 277 -215 64 355 -396 523 -495 -161 210 -298 -546 -129 594 -50 -355 42 -365 758 -369 -509 -210 -445 206 -169 -62 -1 -243 -72 929 274 189 536 225 212 -10 959 -200 -190 

