50
-125 -147 -12 -343 -54 46 659 223 -210 172 -620 -6 42 136 473 81 332 233 568 -450 511 -285 -519 23 -6 -25 -443 -207 -218 260 -158 -160 -161 -114 133 -982 94 38 -451 -419 281 -123 -358 186 -394 -92 -301 75 -365 556 
-42 -102 -136 256 344 -440 525 -219 -903 -330 -202 -161 -695 -364 -395 -298 714 311 -149 -18 200 273 -149 -260 533 -227 -307 363 429 169 -5 -195 122 365 -336 -52 126 -316 185 -273 -54 116 70 -295 -943 176 537 174 -573 545 
181 -40 491 -243 -716 317 57 -341 380 352 -22 39 189 -440 853 -53 493 210 -111 165 246 -579 68 448 125 -211 -237 -345 -465 410 -15 285 582 -123 -349 -534 379 175 -98 -592 229 -59 132 636 -321 -185 -163 133 71 294 
222 -22 -165 -726 129 -151 286 -117 -414 -604 -19 -14 342 -98 404 -9 -574 60 28 128 371 545 -271 472 47 -130 366 -562 -327 -96 -684 -518 -168 67 113 -212 55 666 -170 74 130 35 663 300 -11 218 -463 289 338 333 
346 172 -244 179 -163 -548 -319 341 408 446 -18 112 229 -190 -134 -412 593 -240 596 -212 -151 -43 -81 -722 -508 447 49 -39 -96 -172 194 756 122 -202 -148 18 192 76 196 353 -346 -36 -182 40 396 -498 63 -212 69 -438 
140 -64 432 34 -14 263 -252 -412 283 -522 -130 499 -47 66 -262 409 -133 163 -142 -450 -259 124 57 -102 -66 51 108 91 -617 483 -1024 87 -296 19 13 264 666 130 -178 201 146 -19 -220 -122 224 658 -54 173 -5 -601 
-820 -493 622 66 -348 343 303 363 475 141 204 -386 -605 -208 -132 110 10 97 -489 42 452 20 361 -213 71 -250 -53 -807 -209 -56 452 102 264 349 155 201 -237 -229 130 26 261 -388 -430 220 -80 312 471 120 -772 -514 
69 -238 146 329 -96 6 -257 -226 559 -363 478 171 -146 240 -415 -784 87 -480 -8 208 -365 20 33 80 -667 167 242 67 873 -156 251 1 21 276 -426 27 206 207 151 188 -273 281 214 462 146 -355 -200 -201 225 798 
-63 388 -710 355 -120 -158 -66 18 -275 215 -124 -95 -170 -8 -41 -164 -72 108 26 20 384 495 -416 -637 -67 433 98 -493 -47 -344 102 -332 -110 -676 388 -159 -529 130 607 -43 226 814 117 -676 -80 -90 350 271 143 48 
-184 208 335 128 -306 -85 -201 422 101 53 -9 231 254 697 -307 370 -390 -282 169 -542 75 -251 -6 -102 -430 13 -40 -149 529 377 -346 22 -348 -348 720 146 574 178 7 -449 359 429 -438 -139 -71 -160 94 -37 -51 -332 
445 -267 116 -14 -217 -230 197 -115 -150 170 288 -495 -52 394 -254 -207 -88 198 132 -654 395 127 -523 -143 -339 -13 59 -71 72 653 -186 -13 222 0 -188 -233 496 111 815 -365 -542 74 186 -219 -201 198 586 58 391 -191 
-73 -304 -209 -491 607 42 -480 896 -74 132 -149 -197 -177 -660 -35 -550 127 -21 748 -102 381 -866 749 -238 -409 112 50 -190 82 -143 -91 36 55 -186 383 -402 -108 44 -79 26 304 123 -594 -37 -292 -83 161 -12 261 -79 
214 395 31 390 67 -185 -565 172 768 8 589 -122 -294 -5 -78 5 376 -92 -78 -121 -606 83 490 263 731 118 424 -430 -177 80 461 -365 324 -424 -68 327 226 -167 109 -11 125 719 -178 -617 158 40 -425 -296 715 365 
50 -325 102 194 548 -175 348 298 56 36 161 -169 -568 424 -699 -20 170 -573 286 -304 104 -400 -119 300 236 116 -43 300 0 446 674 -822 -145 530 -55 152 56 -431 549 163 -533 -219 -42 10 141 -301 123 -325 -129 77 
104 322 352 -369 158 -193 -133 -138 91 114 267 -350 17 -241 -387 136 376 158 -220 -275 282 45 681 400 -427 603 225 -243 46 402 -247 74 -329 -447 179 -474 586 -136 26 -126 211 34 640 296 -2 30 62 329 -292 -49 
-130 346 -3 149 128 -37 98 -194 -320 -68 -217 -376 208 -944 355 38 564 -373 -243 -362 -172 -180 492 91 283 206 -222 -516 105 178 55 891 163 -287 63 -216 356 153 -300 -174 371 -49 72 -83 -53 -423 -217 -220 73 254 
69 205 -63 270 -352 -596 -229 -388 409 -216 413 251 -47 44 -504 65 1023 -195 -531 65 -216 156 888 -10 115 -158 215 459 273 -164 -146 14 222 -174 46 -152 -363 -209 375 -120 242 517 218 100 1011 10 280 -162 287 -67 
435 402 -383 -92 -120 -301 -828 -36 116 232 -243 216 -309 -279 43 68 361 -209 10 107 482 -131 145 176 -275 -95 -117 -19 -229 -70 -82 141 117 166 256 -258 -502 -55 266 95 -219 -210 604 779 -155 -365 -237 -640 343 261 
-227 -124 -349 608 259 13 -20 193 271 -471 231 -155 -178 407 248 -761 -351 -277 -129 -99 -455 -11 386 -51 -215 -84 148 306 658 -345 -91 171 422 -253 231 248 -425 -44 76 78 -197 224 -310 -189 814 -264 340 -351 518 646 
189 25 237 373 -257 -15 -87 -109 230 -61 -226 611 129 -438 604 265 716 -305 465 -590 237 148 -162 -248 -170 128 106 -306 -225 46 -247 -161 285 157 -249 -160 -135 323 -116 -100 -218 -180 303 275 -417 255 209 138 25 -496 
97 276 94 407 331 -243 80 -164 598 71 29 313 -4 -340 -500 -30 45 -41 723 -117 109 -67 230 68 -156 -232 -336 186 94 149 656 -71 384 138 -516 300 284 142 91 492 634 347 273 77 -158 -185 339 -218 471 -301 
439 191 17 -76 -42 -231 116 -47 210 -197 2 -219 -182 -189 380 -743 48 44 149 217 -156 -637 -93 -90 -22 86 451 456 498 -178 -771 -46 4 4 7 86 252 136 54 -686 -40 -295 -88 398 -483 -60 201 -160 -353 364 
7 -326 -768 533 117 268 261 318 462 55 -319 -345 -192 339 -217 -309 121 39 354 -758 -89 -914 35 -83 -70 264 94 -240 162 -258 288 -174 -404 -201 -64 -169 15 -707 524 -505 278 -88 -281 81 228 -81 -353 -127 -103 -255 
-139 -110 -118 733 178 -335 322 -621 -167 -195 -192 110 169 -117 240 -172 54 -187 -126 61 -436 648 -111 216 797 196 -584 194 -231 -90 183 -113 250 -298 -581 392 -308 -50 468 269 -308 -123 471 -65 401 -463 -128 394 503 37 
-106 -50 -73 714 -686 -634 -198 -216 87 -403 -257 248 -405 -334 -768 148 544 -464 50 -209 -161 537 12 225 662 -57 20 -272 168 572 -185 -165 -4 259 -295 -43 512 23 -120 126 -340 -693 580 -137 155 -209 -399 131 168 155 
127 214 -527 129 429 -232 448 -93 -245 -588 68 613 74 -507 -166 9 243 -290 244 111 -150 844 732 107 423 155 355 175 272 -634 -67 338 -151 156 118 -313 -326 487 -137 478 -161 114 613 -424 -306 -244 -158 331 76 -194 
25 15 387 -287 340 -199 -96 124 -486 545 267 93 292 -560 326 218 535 -275 -183 -73 -50 -117 281 279 588 179 252 -182 -333 -215 439 155 563 43 -229 216 -210 520 -767 -129 769 411 -84 -12 -400 -339 -291 -394 -372 45 
-227 568 -535 664 -243 -423 -250 -992 268 361 -104 -145 56 -173 -308 -213 -517 164 -1066 -319 -458 777 230 -112 -152 163 -63 -206 267 132 -10 100 128 37 353 3 -158 265 388 198 -96 -199 428 428 292 -105 333 -214 39 -553 
183 688 225 -335 -782 29 -379 -350 474 -210 -154 995 -2 -415 -10 371 252 -55 -174 121 -145 127 32 38 218 612 0 146 -460 87 -620 -125 286 -75 -200 114 60 296 -105 -221 273 -44 121 550 140 -632 -212 155 -205 -316 
320 -644 -562 95 -208 -651 -342 39 -244 -227 -185 1 98 -87 -397 94 306 170 -535 490 239 144 24 -69 97 -140 298 578 380 750 -263 609 -302 -602 -409 -153 730 -291 736 -786 117 98 257 -84 -76 -149 46 423 143 -555 
535 -99 -89 -390 -83 -138 746 193 -774 -678 -192 82 98 -84 -135 -38 -186 302 -139 827 25 -95 -142 -248 -75 -465 -401 -74 -45 -345 44 -111 60 195 -240 213 175 67 307 -133 -333 46 214 -578 -165 -383 100 185 116 1061 
-54 -358 363 295 358 -153 -187 394 142 193 12 -617 430 -99 -204 -127 459 -350 226 -165 -290 32 241 -280 124 77 -169 310 333 -231 558 608 49 -136 308 -30 188 -190 511 192 -377 28 -1180 -508 -33 671 736 135 256 -261 
387 -432 -513 558 165 338 319 32 -257 -106 -233 -378 681 184 -60 156 -250 -304 45 -22 366 125 42 50 308 260 450 -49 467 -98 554 -937 512 41 184 100 -178 354 654 306 55 -350 692 -57 190 -232 101 -636 549 -195 
-43 66 -79 -181 208 -415 545 715 -543 139 -332 349 499 -153 565 0 913 -152 352 -2 400 -158 593 117 8 -316 -501 388 -971 -467 3 524 134 365 -406 -145 37 125 -469 136 521 -9 77 579 -12 -424 425 73 -191 -180 
-108 749 -164 399 334 -320 -441 294 -772 -16 347 -168 533 222 -353 375 519 94 191 -413 444 -571 -512 -15 95 -153 -313 419 -92 -239 -141 -226 -446 -212 685 -225 -267 1 171 4 319 297 314 -299 -335 410 592 -169 -201 359 
146 455 99 -228 276 707 -205 409 -415 57 -89 -87 68 282 -274 -415 157 490 282 196 -238 -669 151 50 27 598 -399 372 -582 -340 -527 -49 -152 -473 642 -182 761 -388 -411 -398 78 228 -350 36 -541 316 39 -36 229 705 
180 -127 -371 215 483 -372 -138 607 50 -98 280 -224 238 444 -164 -430 86 262 -228 -25 -371 411 358 -67 -465 -148 -6 -157 -90 -244 -218 427 -449 -260 340 27 -21 196 -196 332 92 328 133 -222 714 -300 58 336 181 -306 
222 248 -692 153 243 124 -275 -219 -165 653 -204 -280 793 -358 97 417 675 268 161 415 -284 -365 21 41 43 -352 -73 345 -32 -417 497 -31 504 437 120 -441 -131 -141 -398 -74 -82 -313 -227 -454 -261 -259 -350 -833 -108 15 

