41
233 123 134 42 -422 -103 72 379 245 -39 125 -789 -157 64 -73 233 -162 413 335 91 -146 422 72 740 25 158 479 177 478 -298 677 -341 -475 410 -451 -27 56 -113 -290 -503 183 
302 233 -5 -639 26 -375 -87 -361 -334 -363 -174 -188 324 -447 -418 -161 -2 -440 389 -338 -14 -228 596 106 -278 133 -84 231 211 232 253 23 -175 -202 368 -262 303 505 -67 -196 -431 
237 88 367 -35 -14 238 499 221 -81 -4 93 240 -388 -168 -509 86 237 64 60 144 621 -550 289 -152 211 107 -160 -50 -323 -214 -285 463 -214 -255 407 310 -281 -295 -634 530 300 
145 -470 -115 -174 786 -311 -129 402 -398 -360 -529 118 -42 -476 40 72 -102 -419 1 62 13 -186 237 118 -942 -15 -252 408 -316 -688 540 -400 202 110 68 452 -133 -433 -20 423 -83 
-148 -112 308 150 79 -404 -348 184 -528 -15 133 -581 325 -683 480 -138 -252 -56 436 40 -527 345 375 752 -75 -201 123 -122 -60 468 586 -372 161 300 239 -68 124 -28 28 459 -72 
-245 163 -35 219 448 208 -3 -561 -765 -10 164 -19 322 73 389 -569 -147 612 401 -193 -191 4 -93 -333 183 -485 -193 34 -345 119 70 374 164 468 283 -33 -298 81 -66 393 -219 
35 516 502 -266 -35 56 98 -78 -55 75 -345 264 -1007 -223 328 54 59 290 -88 117 250 -396 496 -309 -172 -109 559 174 -72 -171 519 -28 -36 -124 395 50 352 1033 90 -121 -542 
176 -595 586 265 344 150 -362 -134 65 -69 59 -36 -28 161 516 -364 -248 569 -955 843 225 -596 158 178 -42 -679 228 30 -272 340 234 -220 -241 -134 592 249 44 38 65 -373 228 
-500 100 -838 852 241 420 63 91 -129 78 242 57 -33 -93 87 -210 -223 150 241 303 476 211 341 -54 -142 77 -213 385 -305 -706 -849 -146 300 -119 121 -26 248 422 -243 -366 -358 
-585 196 250 670 267 -138 283 -111 -71 -194 -57 418 -290 739 5 190 165 -266 -326 365 505 -67 -258 -779 158 -199 80 195 -195 -330 -91 -16 64 56 -373 2 441 -46 -109 -219 -181 
-153 188 539 290 144 126 187 230 180 125 -235 471 -438 -109 -668 187 38 146 173 -294 -114 126 -617 -27 -94 412 66 -137 269 298 -541 -30 410 578 -201 -488 227 -441 84 -662 -438 
-94 156 171 -434 202 256 190 -149 -515 -367 324 -112 510 487 132 596 423 -399 356 -482 -190 -349 -17 24 -101 389 -301 -419 87 -43 17 398 -197 324 -304 157 591 365 -301 -334 251 
-531 -522 35 251 -392 281 -158 -125 382 75 475 142 468 -666 211 -234 -322 492 -5 -194 99 -240 -199 -141 782 381 -150 135 -214 612 -17 -257 425 284 47 29 440 197 384 -144 -421 
-391 182 61 82 -760 56 -359 340 68 142 220 55 -324 -96 -30 -211 322 -153 56 121 -301 522 -172 156 18 -613 57 -417 -53 723 -407 -135 -781 34 441 -527 381 440 116 -313 -171 
-228 -484 271 75 397 -251 98 -204 -605 35 -446 -3 -97 -52 685 -83 316 -479 -224 298 415 -501 152 -598 -526 -364 30 440 -325 628 -342 -124 174 -379 397 234 -397 -254 -403 -32 -197 
378 268 -82 -215 806 -648 -364 -161 370 -237 -786 79 -477 89 276 -299 201 -584 -430 337 -34 353 86 -595 -218 173 -124 -17 308 251 424 192 -193 58 -68 92 -161 -297 154 -327 300 
575 113 613 366 326 311 -514 98 235 -398 -417 146 106 456 470 327 -210 440 -86 164 -411 -134 165 216 -720 236 79 -422 385 500 325 -181 23 85 524 236 264 104 50 312 -279 
-442 -66 328 -281 172 -174 -474 -314 5 469 -150 -280 55 298 15 -26 -276 34 141 -183 -273 -984 -227 -58 -440 -264 -1052 -183 139 308 174 276 221 58 -407 317 -266 -373 42 560 245 
-214 58 -199 -222 193 -398 -514 439 220 -83 200 207 -90 9 -92 677 -305 -700 -254 488 -279 86 -545 46 -295 264 -58 816 240 164 -288 -137 -212 92 -227 -209 49 -450 -168 573 672 
382 -198 -281 107 -628 -81 -217 36 -100 299 357 261 -463 31 295 -677 -96 -72 489 372 136 73 -567 463 -125 429 232 -181 311 -223 686 -316 -413 730 -72 386 169 204 -488 -252 6 
-820 -23 170 -711 243 209 -17 -498 126 -30 302 -218 -411 -176 489 -406 223 -113 -35 147 26 -247 193 123 -319 -263 -483 -38 -817 -256 -567 131 303 -10 69 372 95 41 353 -386 -552 
150 282 414 326 -329 104 -403 -44 365 81 -684 233 -50 261 -329 89 -269 -381 -59 -202 -286 -106 38 230 -29 -369 458 -331 591 326 -807 -209 62 294 -485 497 -299 -479 38 144 210 
276 98 497 686 450 563 31 -388 -551 260 313 307 502 77 -49 -253 -168 232 -40 342 709 -127 130 184 -368 36 -8 236 -186 -233 452 324 127 64 8 108 302 357 202 327 -509 
-577 -50 436 -127 -399 -210 -127 -134 119 120 444 -88 322 -333 236 228 460 329 151 135 -97 -529 358 24 564 -685 -307 -343 78 -36 88 -444 145 -241 -58 -561 426 565 47 519 -526 
-30 -516 -77 -61 592 409 279 -295 317 -538 159 -99 98 -373 -372 -313 276 457 -145 16 79 577 296 -120 -139 -62 -147 -293 -745 -27 -4 344 232 130 -541 145 213 262 256 -40 -173 

