49
443 -526 -124 -69 -134 -327 -291 369 -267 -62 266 778 -304 -275 249 -227 230 -495 213 -445 -61 -56 -37 255 -177 -473 19 83 -839 -187 -175 -190 16 -31 999 -13 -412 57 390 71 -459 103 154 310 193 180 -147 123 294 
162 5 -6 -324 -339 115 253 -69 365 -268 87 -81 245 45 63 384 -290 64 537 477 239 103 37 227 359 297 770 -85 527 85 189 -179 309 295 233 -891 -366 -469 47 -104 131 -366 253 58 -12 -123 441 104 -195 
-351 -243 -45 82 80 236 396 -50 -106 166 -46 -171 -52 155 -294 994 -579 -174 -298 196 46 -287 514 726 -106 -147 641 -122 535 217 -284 472 -187 -365 -379 97 349 109 -338 555 -216 255 -441 -56 -9 -48 -22 -280 85 
-93 555 592 59 296 -178 -187 618 473 -89 14 -48 -219 -29 306 48 -367 322 -66 506 225 733 296 343 -243 -454 -21 661 233 67 -525 -21 21 -315 -238 360 118 -9 -209 101 50 -273 -396 -135 558 115 -267 -557 712 
-63 -558 -472 204 -932 -435 -377 197 -405 -776 -399 -460 -58 247 769 -120 269 -345 121 70 -70 -153 186 -272 429 302 -253 388 -56 314 -341 -148 135 81 12 366 -69 331 -431 128 -119 414 -77 -452 532 -32 317 -316 70 
-647 364 -484 -29 -67 -79 -136 97 -366 244 -5 -69 695 366 565 -825 382 63 -430 -194 -196 369 316 -70 137 -543 -269 -28 303 -1 -125 -429 98 -142 -84 170 157 -41 -77 53 314 -524 228 -169 99 394 -143 -140 -38 
-57 -79 -352 -180 -320 -68 164 -71 -295 485 -57 30 -539 -34 -9 282 119 345 87 332 141 -617 -94 -150 83 278 384 62 205 408 344 -126 1155 519 -347 -666 -189 -226 273 -36 71 5 214 494 -257 -39 -640 148 -273 
-94 367 -148 298 -222 -200 -122 867 -93 209 176 48 -4 -78 -127 -387 -674 -199 -39 356 828 -25 506 332 -414 -55 187 761 -592 172 -463 6 416 -130 246 320 11 245 -409 408 56 254 -211 21 226 -249 971 -197 358 
-271 -300 -335 -162 304 676 -151 59 -87 402 28 33 -41 408 86 657 -351 125 121 -3 81 -47 123 89 -89 269 337 -426 486 45 -54 -139 -131 -270 -313 -658 403 -276 -55 -121 58 241 -612 -600 291 365 501 324 -166 
896 -524 262 346 376 328 -159 37 202 -457 -116 182 -264 174 -426 -319 -661 -29 511 525 404 -153 -12 373 -438 17 -274 627 32 140 -258 12 173 -68 271 59 -382 -26 -284 388 -604 -73 210 130 41 -487 230 -520 307 
-342 187 625 257 192 434 336 465 703 -156 -18 -186 -137 -250 -374 562 266 530 532 297 -270 75 230 -75 217 -198 303 187 129 250 900 6 328 292 -501 81 -441 -291 -400 -250 66 -252 -337 34 -21 -304 -218 -50 -113 
488 -288 218 -163 27 295 -70 55 14 53 -151 723 -286 232 -119 -186 -95 253 -133 140 -224 -215 -118 -276 738 538 -92 470 327 -593 -12 -478 -212 201 200 178 -576 -233 58 -140 767 610 416 -191 -122 203 -351 -183 397 
-92 44 -158 192 143 -113 856 204 1042 327 363 415 137 379 -637 -602 -368 -156 -113 209 432 -679 541 228 -238 453 -141 279 -171 -118 178 45 -59 426 -501 78 -65 -607 232 121 191 -215 -559 -78 577 488 169 155 -88 
-200 448 329 -337 146 422 -178 613 -525 395 -209 -175 145 316 -259 378 397 -41 -229 -116 -1078 545 -334 24 -114 -281 122 117 -418 80 196 -769 -820 -134 45 29 -123 441 -474 94 -8 -46 301 283 -215 -354 81 -159 120 
-608 -406 -233 98 -1126 49 356 247 -88 693 161 438 204 366 277 -740 -147 7 -50 108 -306 -64 211 8 276 -122 113 -408 -190 27 410 164 413 -259 54 112 363 118 114 54 140 -218 -287 260 29 216 -76 -108 582 
487 -187 287 334 81 133 338 328 -460 -197 -53 -82 -10 334 472 297 -109 403 388 -267 -42 -349 -33 56 -438 15 -12 -519 127 -567 217 -221 -235 82 -20 720 -327 453 -311 185 -406 347 -73 463 -49 -381 -578 -1036 14 
-141 -458 -300 133 -201 442 -168 -195 135 -452 477 -654 81 58 288 16 468 388 186 -13 174 277 146 -86 -360 -598 -68 -311 -205 168 -86 -72 -510 195 -310 -589 158 -8 -270 100 196 -349 -211 80 415 -134 -108 -469 820 
619 215 -115 55 625 362 -1 -148 -300 -1026 35 -354 -423 503 71 39 -291 -340 242 -72 215 98 58 13 -55 257 81 298 150 -216 -749 -179 230 -629 -84 -257 124 185 -332 770 133 570 388 -427 200 136 152 -118 120 
244 124 -293 -103 -130 -144 -129 294 73 627 -208 605 -263 65 -192 250 -696 -310 -803 124 238 -233 -204 421 -333 -375 497 -96 314 -155 -676 -505 -557 147 279 -547 115 392 222 32 9 245 -475 16 240 -325 -24 -199 -92 
279 -357 -133 -336 -100 231 474 -259 -208 -283 328 54 98 505 -504 -245 468 233 -206 173 -185 -817 308 13 -315 34 219 -558 -450 -107 94 -541 -745 114 434 -95 -453 -356 3 726 205 -130 309 447 9 -565 -286 411 -151 
22 328 252 4 -32 46 605 -319 214 -297 106 -118 -311 -110 23 353 505 5 -184 -173 -133 -568 -474 -53 65 -572 133 195 -244 -556 128 585 -175 387 -253 -580 -340 250 -77 -528 -446 156 49 169 33 88 -1285 205 -25 
266 707 -93 133 164 439 -472 44 -241 81 127 -438 10 -15 84 257 -28 43 637 83 130 630 -160 -393 -56 329 775 -240 -52 44 333 770 1161 129 295 -139 301 14 88 -42 71 -403 488 169 211 245 258 373 549 
243 59 79 -292 -31 5 288 -231 320 516 -59 80 75 -601 -579 5 -719 -224 -680 -92 102 188 -391 -630 627 854 -167 57 516 -65 -355 183 -90 -27 -185 245 286 -37 -39 -435 558 299 241 -331 -161 49 -185 295 -277 
-151 -147 316 259 -85 -138 178 38 295 -276 312 31 -613 119 40 -761 335 -115 -223 -102 -650 254 -493 -303 67 49 -491 -42 -441 -98 637 -196 -329 246 -265 322 -49 40 206 -115 639 -97 340 -239 -226 -237 340 23 511 
529 -53 26 480 272 388 2 -13 802 -347 -378 411 -317 -87 -225 -529 741 151 -432 105 14 483 88 453 -512 -269 194 65 -377 170 46 -411 -314 -439 -67 231 -183 62 -62 322 -168 -283 -59 -558 275 174 22 179 146 
-78 -411 309 19 221 -122 -196 171 331 138 98 173 -122 203 -546 -29 104 -35 -119 716 -174 434 -609 -161 -193 342 -196 534 -197 360 -335 -154 -238 205 -586 119 -169 272 -227 -130 296 76 -499 188 79 -848 66 512 460 
321 -166 -793 -358 68 51 -186 -47 -501 -508 -119 55 172 541 -11 -287 776 -230 619 -179 -1021 206 656 101 525 321 -231 -33 164 33 44 -239 125 -60 -246 -37 -669 278 23 154 -270 119 710 -369 245 647 304 -144 -136 
119 -130 128 118 544 179 -509 -69 -461 -375 5 158 -207 -882 -159 187 90 -503 404 -160 -289 -296 -83 -389 458 -21 160 -432 0 -467 249 -84 -104 332 -403 264 -296 -594 -371 130 -437 339 -21 244 -41 -38 -314 -75 -261 
-157 343 -325 980 -238 -343 -291 45 -289 385 -316 -368 -303 629 -188 8 -185 370 -425 -176 31 0 -89 -300 -544 258 -578 236 -219 286 -533 341 535 469 -451 -244 54 434 37 -15 184 -53 -43 259 145 -250 445 -349 -32 
-230 98 -473 -151 215 376 -34 599 203 547 317 853 47 -274 -276 -156 545 30 -202 -705 69 -252 325 -130 161 -300 -54 -387 -410 -415 172 -28 -956 293 358 88 207 -375 -81 -177 344 312 -127 109 -166 357 677 -302 -597 
335 382 -14 -391 551 208 -264 312 391 197 -46 439 -326 358 294 -278 118 178 592 285 -411 168 -170 -70 437 284 -42 -46 -228 -119 -290 -64 4 676 -209 -191 -661 -452 250 133 377 401 210 282 -392 230 375 -232 -700 
428 -383 23 242 -147 -369 -6 -404 401 118 -240 88 -105 -748 -428 -1077 -74 -229 -157 -554 411 349 87 -295 -84 133 65 -76 -65 -510 410 173 -478 -299 368 92 -140 87 400 -95 -905 -157 121 -269 -382 84 388 236 -190 
345 -177 -153 -189 429 -115 429 -195 183 -486 -47 207 347 -520 -267 75 -384 -7 -31 402 -53 -23 251 -22 -256 246 -164 13 -45 -129 242 318 417 -272 1 -524 27 -261 418 432 -209 -284 -190 -39 404 992 287 542 123 
-189 50 252 -133 -710 -96 267 66 -272 176 42 -177 -20 182 -404 239 96 -190 -1 37 193 -152 -97 684 277 425 950 -395 -165 130 399 -59 -327 67 644 -284 359 77 -72 130 -152 193 -122 113 -171 -313 767 -120 -26 
93 176 88 132 -568 194 71 -277 -464 -307 -10 -322 87 -109 309 -329 -302 266 1027 -297 305 -436 -231 -38 -112 303 131 70 -277 215 708 -72 60 144 -285 -329 -251 270 -167 594 -194 438 466 -117 341 -441 -197 -186 -335 

