49
341 171 -28 -501 290 -217 393 297 -852 269 -580 -40 -286 -445 -54 -581 119 -96 -158 -417 729 500 73 -47 139 52 -2 675 120 -544 -426 -94 478 207 -51 445 -93 -795 679 30 -245 261 205 -386 -83 -419 198 27 137 
-364 -81 369 -71 -105 78 497 -149 34 44 98 -202 224 275 697 272 -347 -593 -27 -42 177 195 621 86 42 49 -145 -273 -600 -301 -782 275 279 453 107 -373 120 -1003 167 -84 501 -439 429 -737 -287 415 141 -294 -197 
814 228 -480 251 -110 -329 -64 -164 -328 -122 -236 -432 -234 -143 146 -350 -105 -406 -458 -199 -48 515 -210 651 21 3 20 -47 318 215 -682 274 172 -17 -390 -24 -202 -73 122 469 360 -224 -355 143 -88 174 33 -714 215 
-349 -273 -49 -186 9 135 -341 -81 181 -195 20 -418 85 119 55 532 -39 324 -30 31 65 -272 -196 117 -456 185 -760 256 -397 -162 -94 -79 293 454 -28 69 304 211 573 391 560 -402 -66 -278 187 -82 -2 -336 41 
6 132 501 -211 237 -478 495 -250 -229 -56 204 49 -69 -18 -2 365 322 -308 -412 61 -203 172 -261 104 -381 405 47 -114 489 572 -431 560 -428 82 -281 -4 26 12 18 70 -1 574 38 139 -348 -34 567 -766 -86 
-316 21 414 -195 241 491 -165 -98 -9 227 -49 52 179 -632 -297 -100 -114 321 -548 614 -97 -32 -458 44 -663 327 -181 174 -100 -153 268 70 147 -15 83 -151 12 313 243 -696 299 -157 -549 201 720 188 201 799 -621 
253 -13 -335 -291 -311 -268 34 135 230 91 -83 2 -89 -11 385 899 -338 -298 312 149 148 213 311 -26 357 732 -578 112 -205 264 565 -623 -309 7 2 -396 164 -430 -559 30 -231 154 154 -281 -661 -266 66 -42 -289 
231 332 192 249 -458 208 -298 -503 647 707 46 192 -349 -303 383 665 -617 -95 104 35 45 237 -363 -160 166 215 -95 -493 511 -30 39 162 5 -343 -234 -11 365 9 -6 127 962 17 -281 365 -118 484 -835 -156 -106 
214 93 -651 -326 355 -268 -63 -260 532 -188 -478 -123 -463 -215 25 222 -3 -188 -216 -266 -273 781 -251 403 -436 -138 -173 320 -207 -75 -248 333 373 -228 231 44 -444 -507 -83 69 523 78 207 546 182 -251 -435 566 235 
-357 -219 -340 263 -211 78 260 -144 -72 -322 -54 -287 279 40 -134 94 -49 -224 24 328 -462 490 223 -330 92 111 75 50 386 111 -366 146 -215 -549 650 -146 -263 231 -24 -263 -328 389 -22 -390 -23 107 -42 101 -468 
-46 25 121 43 354 -506 -541 683 357 -267 46 -450 -303 -82 268 -41 -21 -500 279 -563 -375 328 -463 77 6 -96 1 -264 351 102 -33 -273 50 68 606 106 -156 -30 -437 -62 -87 608 -348 -107 -127 -333 -234 138 -343 
60 525 -278 268 220 -552 209 620 387 -290 -390 403 -316 -177 181 572 586 -429 -4 -53 -194 140 388 -74 367 569 -73 197 -3 355 230 -64 -666 -370 -300 108 -227 396 -308 -180 231 -478 -95 -529 305 -397 -233 -310 -186 
-239 -233 179 26 -90 267 -132 134 75 133 -85 305 -261 28 -212 -208 -650 -148 -639 -368 -467 -230 -460 110 -52 240 -852 -311 103 -294 -419 182 -403 -348 -94 457 169 -5 -148 -146 346 378 173 51 558 -372 50 399 -408 
-18 -66 -269 -519 -302 30 -380 189 143 137 260 -238 -490 -3 176 668 -306 -235 512 -370 415 507 124 123 -539 -186 66 -110 917 -398 -138 -53 -60 455 372 129 -146 42 319 322 205 -520 3 408 -165 -21 -206 38 147 
59 776 482 -433 38 211 203 29 478 -361 573 741 282 -131 32 528 21 251 100 -170 -93 -141 -235 -391 -541 282 -460 -623 707 -24 -553 214 833 645 162 118 -111 125 113 344 -520 294 -20 110 -123 -521 -227 -367 -253 
-41 -451 57 388 352 -92 65 -216 43 262 167 217 -444 -823 -350 -602 -179 -70 -23 -34 -363 -8 -421 -85 142 48 298 252 -342 43 -331 144 404 -18 422 728 -352 104 -183 -103 -228 -5 250 -249 454 76 -491 523 -187 
-535 -109 -124 291 -35 -223 235 -664 -385 153 -111 203 -330 188 513 -286 -492 -95 -143 -316 -248 -568 56 152 309 -383 -190 -624 54 -250 -399 79 -563 -308 -62 -287 -29 131 -708 -197 75 -41 287 59 35 655 -2 178 388 
-49 -119 96 145 6 129 97 110 640 176 -464 83 -179 50 381 -344 201 263 246 9 1023 -175 313 -586 595 -469 251 341 -215 -462 -252 87 37 595 315 -383 13 2 402 -406 343 -358 484 -595 356 -182 470 -723 -4 
658 297 172 -64 14 171 -133 -214 -230 -159 212 441 172 -401 -211 45 -603 -298 301 167 326 470 -161 56 -31 -237 129 -311 499 -230 191 -719 -478 -253 -16 255 -340 -421 -9 -94 220 -249 -241 -413 -530 -407 -62 -302 91 
-59 -186 -77 -359 -178 -141 121 -143 -183 40 -123 -80 -133 -392 172 532 45 -96 -797 -56 -235 80 107 -170 791 428 363 -50 -218 188 455 11 -697 -137 -432 -263 347 30 -198 -81 -66 -245 -272 -359 115 -185 -375 -494 -255 
-421 408 253 337 -166 162 -44 83 609 -302 199 1 -1051 -163 167 -149 -71 -193 -215 -78 236 -390 277 -366 878 -225 24 170 -325 -653 -545 -241 483 49 -9 -490 716 -302 260 -361 105 -154 -170 -297 -148 -407 -491 -645 454 
-28 -3 -96 463 108 294 28 245 -969 242 467 -172 -250 -184 4 185 -135 147 -102 0 148 -743 -119 321 508 -14 421 -49 624 -238 -270 -309 639 449 -325 -325 219 506 281 -40 7 202 478 242 170 -332 -381 717 -346 
62 733 -382 -187 753 331 426 370 305 122 887 111 -501 -115 -167 107 176 287 186 36 -41 169 -174 -270 -308 -39 64 -645 -263 390 287 380 -133 -209 19 368 642 642 -30 292 381 -232 634 356 298 107 97 -344 -504 
-345 301 -143 -112 192 -20 147 -406 -423 -189 357 111 507 326 7 429 147 -290 269 54 146 178 85 -98 59 -71 39 -261 518 216 135 -360 743 -354 266 252 -309 11 -343 -490 -961 -78 -30 569 -166 645 294 123 -441 
-320 -301 -63 -289 -449 511 184 -1170 593 -109 -192 -28 -918 -325 -197 -165 -90 -208 413 400 -41 -120 -263 65 -110 -240 -472 210 -182 452 50 -146 -409 -115 -13 -172 -54 -628 -765 48 213 -34 -71 -69 16 302 -196 -264 -87 

