40
-671 -45 -99 -226 96 480 -110 -298 320 0 319 469 460 -44 -163 -556 192 121 -345 -217 -248 -241 -178 19 323 438 -379 73 844 -62 537 -101 235 22 -191 -150 193 636 -24 -600 
-4 449 -200 -221 60 305 57 434 89 27 7 606 175 -18 -557 35 155 199 901 -117 649 781 -58 -207 190 526 145 216 -519 -259 109 422 212 -5 114 178 -329 -426 -173 38 
-203 -40 -281 -40 97 -328 -191 -93 40 -805 -883 587 375 -724 -371 114 -419 -557 -62 61 -198 136 -235 394 -50 -477 -205 381 587 -24 -313 -130 213 169 711 589 -185 257 -142 76 
-246 252 228 -48 -405 -581 -91 13 38 115 -346 -96 288 244 -735 171 559 158 54 401 -87 240 -212 183 161 -5 506 -305 -41 35 -371 -629 -564 312 -559 -149 -433 -178 443 -103 
-74 -123 132 364 -228 -192 265 46 513 -404 -177 343 -422 -258 -304 -6 303 446 35 116 -759 -93 138 -102 -132 440 -485 -237 450 298 -438 -356 -568 26 564 -65 -20 914 12 559 
96 -79 -335 -48 -383 511 50 1 -544 274 -390 -394 143 -214 -99 -221 -27 -340 351 -241 -313 -625 -94 93 -452 -512 -350 -196 -405 367 196 -444 -589 -366 33 446 -32 -226 197 -65 
481 -1 -333 297 -4 -367 454 -68 -146 672 428 -104 -359 -366 -300 416 268 -207 82 38 1163 -6 295 59 -502 -352 100 -437 65 187 -745 482 -210 355 779 -115 -240 59 194 -141 
272 333 459 2 127 -158 172 -580 485 -471 -285 13 -330 -278 -461 -736 299 540 -30 467 131 402 38 -36 -57 -193 308 -140 32 254 758 -192 -365 -97 54 65 -160 124 -535 403 
88 -153 -377 56 395 -355 345 858 -18 366 -240 169 -372 26 -87 429 83 521 -688 333 -328 437 -194 33 -512 -329 206 158 242 54 -30 591 -164 -372 -292 1 -326 -101 -115 -472 

