40
321 189 477 148 297 135 156 541 121 207 -177 60 283 -23 -175 -139 314 238 290 305 266 -594 238 -413 369 -545 36 -330 -481 373 -383 -232 -277 0 811 36 -220 -475 -35 30 
125 -71 -353 -409 438 -139 -177 166 185 -281 233 -241 -358 271 61 -345 280 -478 255 109 -220 386 434 -510 -115 519 -88 740 178 -157 51 -85 244 -400 -359 -365 221 -176 730 -358 
55 -373 -100 16 206 91 -277 -487 -494 -244 264 -659 350 -23 -371 -241 496 -4 -89 -182 -406 -421 482 96 -36 -37 -122 157 533 -378 -33 230 -407 291 353 459 -155 -471 -222 42 
259 425 28 -232 272 108 439 298 -12 109 27 -698 -626 423 -134 36 372 502 127 73 376 206 -370 -27 34 -318 325 301 252 183 -92 83 129 -184 -178 149 -4 -426 -205 -360 
112 433 -1 -289 216 152 -522 0 138 -112 -494 58 -772 842 -459 305 -72 226 297 -290 -117 -189 380 228 350 73 500 -630 216 197 33 -141 334 -122 169 142 4 480 485 -517 
-650 -56 337 -228 -116 -56 -590 982 277 -28 315 -210 594 68 -279 -68 0 -263 -154 -470 451 20 558 -530 -201 -157 -42 -440 -56 -156 56 -426 -198 206 523 -146 -292 409 -237 132 
41 725 171 138 -568 198 -45 -178 211 -535 205 241 -118 -503 428 63 265 435 -85 350 -91 124 575 759 231 -206 -107 -128 -105 283 523 133 349 101 -154 -80 118 -312 194 769 
-98 23 -147 -31 751 -174 -291 577 -80 192 -8 51 -211 242 20 300 78 -273 57 -513 184 -220 -6 -132 693 -67 -400 454 -349 -209 -416 -13 196 101 -121 60 41 9 200 524 
224 -148 10 204 -464 366 -365 -513 -276 -510 -217 101 -201 129 -248 181 315 -428 251 -254 -671 396 5 43 -393 416 -364 85 193 -234 13 -202 -355 209 88 495 74 -263 217 -342 
326 -26 -66 307 73 -41 330 418 25 4 498 428 438 -184 -270 -136 103 -610 480 -838 29 -47 80 -290 -304 -36 -96 92 -210 415 25 160 -630 46 358 -486 159 -84 -139 792 
-286 -28 148 -81 150 -497 -473 -74 595 -355 117 105 33 671 461 246 -149 -253 -290 -111 132 85 465 101 -116 512 617 30 -584 -20 107 -338 469 137 564 490 -223 623 -599 392 
134 -63 -664 -110 238 64 556 521 641 -152 -124 277 229 -184 517 179 -8 -141 160 225 -564 -134 422 311 -254 221 72 -238 -647 100 -196 10 78 -493 -631 147 160 386 -285 -374 
409 258 -124 201 7 -117 -83 71 -337 299 37 -366 -354 425 -350 219 -30 -39 411 607 -743 -620 605 -277 462 -199 216 -122 -411 -327 -477 -98 184 111 -465 -139 -34 -262 75 -225 
-189 -239 269 -324 -53 -21 -230 184 -286 -105 -47 134 -370 161 167 -196 416 -280 442 -51 687 -18 389 292 550 -384 -246 -174 434 82 -466 430 -301 56 640 -627 -141 -229 247 106 
-50 54 -245 231 -154 -96 77 138 -371 427 204 403 654 -638 199 304 534 -260 940 55 -104 -127 -390 120 133 -79 -12 78 -104 -575 -556 -735 -512 278 -252 -293 -310 -126 -212 439 
-212 -281 -160 -26 -705 11 -551 86 282 -176 -87 -18 -356 -258 0 65 -27 -354 177 -50 230 333 642 -176 -135 -242 245 289 345 -181 413 -235 331 17 247 490 -72 214 644 690 
-271 115 -205 143 -477 776 -455 6 858 569 -293 108 -136 120 333 513 26 -797 321 -236 -125 38 -81 268 -142 -334 761 273 -70 -286 468 283 -97 -265 120 186 371 -352 195 340 

