41
97 31 -393 -20 185 296 300 224 435 2 188 -244 -679 107 331 249 -306 27 535 -247 203 11 -591 145 161 184 -346 -140 249 -66 -341 -675 238 537 -414 -254 229 -705 -159 -3 100 
323 547 -30 664 -394 -17 623 -383 99 -311 -320 -267 514 -222 155 109 -133 184 -88 328 248 -256 -163 -133 36 269 192 -712 -527 -48 -103 328 339 84 481 338 526 824 473 -122 -184 
198 352 -356 179 -5 -907 129 132 245 280 -368 399 469 -10 210 -295 -94 -46 -438 -211 611 -247 -233 85 81 619 -176 -294 -9 244 78 272 -236 355 648 354 -244 -202 230 -245 -140 
-176 -623 483 52 -255 -651 307 78 -370 -277 -271 30 314 39 10 474 -182 -181 -600 584 151 -53 301 -269 -424 395 -42 -32 -132 44 273 328 -202 12 32 -50 -225 23 315 -155 174 
-325 -298 493 100 137 -85 -462 18 -867 117 -37 452 -150 -313 51 333 145 -246 -15 815 -423 -445 338 -373 0 -29 -248 -65 181 122 -226 102 -98 -121 747 160 6 -188 643 -146 -293 
219 300 -482 644 455 104 -163 293 355 -117 -91 532 -406 -5 -144 162 473 177 -418 -36 -371 -466 357 287 -443 -42 -122 -392 39 96 -204 264 -168 160 312 466 321 -120 129 -218 -1048 
435 80 186 472 84 161 -63 68 521 -271 174 454 -890 -722 -521 142 -15 147 -240 -210 -294 -45 -820 264 81 581 20 -262 425 50 -238 -117 -229 -51 87 201 -629 49 121 336 200 
-113 -724 -73 -182 -146 129 -34 -516 185 551 -179 485 -97 -105 -627 -77 -96 580 -115 532 232 -456 -498 603 -458 -210 107 -229 136 375 -64 480 -348 -117 -147 -419 -33 1 -438 591 248 
-556 44 84 -172 -488 103 205 247 473 -38 243 -981 94 -148 32 -3 152 -417 253 402 103 194 -154 588 -766 -659 -135 -135 -144 -52 33 -140 -384 -119 -289 -460 -323 290 -235 101 354 
-411 -150 -606 249 307 214 446 -340 90 -232 236 -385 431 -402 465 -168 125 -188 57 20 189 -27 55 -20 -271 -426 -168 666 459 165 105 161 386 -384 512 106 -227 -478 -106 382 -849 

